target_id,abundance
BGIOSGA007828-TA,5.0
BGIOSGA009342-TA,5.0
BGIOSGA030758-TA,82.0
BGIOSGA027438-TA,44.0
BGIOSGA035898-TA,16.0
BGIOSGA002796-TA,80.0
BGIOSGA035949-TA,38.0
BGIOSGA022335-TA,13.0
BGIOSGA024532-TA,58.0
BGIOSGA021538-TA,4.0
BGIOSGA009542-TA,23.0
BGIOSGA026188-TA,60.0
BGIOSGA011177-TA,57.0
BGIOSGA018778-TA,341.0
BGIOSGA027022-TA,32.0
BGIOSGA011320-TA,40.0
BGIOSGA031288-TA,10.0
BGIOSGA010664-TA,146.0
BGIOSGA017233-TA,1.0
BGIOSGA012397-TA,48.0
BGIOSGA020572-TA,56.0
BGIOSGA020603-TA,7.0
BGIOSGA029301-TA,2.0
BGIOSGA005596-TA,17.0
BGIOSGA033497-TA,28.0
BGIOSGA000888-TA,61.0
BGIOSGA010050-TA,61.0
BGIOSGA023974-TA,16.0
BGIOSGA015959-TA,16.0
BGIOSGA008921-TA,13.0
BGIOSGA004631-TA,88.5436
BGIOSGA014374-TA,170.0
BGIOSGA010374-TA,162.792
BGIOSGA018393-TA,28.0
BGIOSGA012916-TA,5.0
BGIOSGA023510-TA,14.0
BGIOSGA031391-TA,38.0
BGIOSGA017982-TA,22.0
BGIOSGA028626-TA,1.0
BGIOSGA027812-TA,97.0
BGIOSGA032366-TA,17.0
BGIOSGA018681-TA,16.0
BGIOSGA010397-TA,15.0
BGIOSGA010033-TA,170.0
BGIOSGA025871-TA,9.0
BGIOSGA004045-TA,9.0
BGIOSGA029433-TA,6.0
BGIOSGA009741-TA,184.0
BGIOSGA011206-TA,9.0
BGIOSGA023885-TA,70.0
BGIOSGA021398-TA,26.0
BGIOSGA016238-TA,10.0
BGIOSGA013666-TA,7.0
BGIOSGA033834-TA,24.0
BGIOSGA026012-TA,70.0
BGIOSGA026436-TA,4.0
BGIOSGA034990-TA,507.8
BGIOSGA025088-TA,349.955
BGIOSGA031124-TA,29.0691
BGIOSGA003614-TA,22.0
BGIOSGA029100-TA,50.0
BGIOSGA019626-TA,6.0
BGIOSGA035301-TA,4.5
BGIOSGA020921-TA,45.0
BGIOSGA023436-TA,8.0
BGIOSGA028297-TA,96.7439
BGIOSGA031120-TA,3.0
BGIOSGA023600-TA,505.0
BGIOSGA007681-TA,102.918
BGIOSGA006361-TA,222.0
BGIOSGA009836-TA,21.0
BGIOSGA017546-TA,41.0
BGIOSGA020188-TA,22.0
BGIOSGA023212-TA,228.992
BGIOSGA008361-TA,33.0
BGIOSGA035382-TA,2.21201
BGIOSGA022704-TA,64.0
BGIOSGA008374-TA,224.0
BGIOSGA011064-TA,149.0
BGIOSGA009707-TA,47.0
BGIOSGA012707-TA,48.0
BGIOSGA030593-TA,147.0
BGIOSGA032063-TA,5.0
BGIOSGA017149-TA,17.0
BGIOSGA003548-TA,25.5279
BGIOSGA018183-TA,111.0
BGIOSGA025655-TA,24.0
BGIOSGA034846-TA,102.0
BGIOSGA013644-TA,31.0
BGIOSGA026620-TA,111.0
BGIOSGA021501-TA,12.0
BGIOSGA003670-TA,72.4217
BGIOSGA002480-TA,4391.74
BGIOSGA021908-TA,4.0
BGIOSGA019359-TA,30.0
BGIOSGA026121-TA,47.0
BGIOSGA029589-TA,75.0
BGIOSGA014299-TA,123.0
BGIOSGA019227-TA,1.0
BGIOSGA007956-TA,72.0
BGIOSGA030006-TA,3.0
BGIOSGA004311-TA,172.0
BGIOSGA000114-TA,15.0
BGIOSGA002376-TA,15.0
BGIOSGA018805-TA,11.0
BGIOSGA016522-TA,1.0
BGIOSGA019939-TA,39.0
BGIOSGA020882-TA,62.0
BGIOSGA030608-TA,7.0
BGIOSGA011691-TA,1.0
BGIOSGA033638-TA,9.0
BGIOSGA033109-TA,124.675
BGIOSGA012193-TA,16.0
BGIOSGA002516-TA,5.0
BGIOSGA010304-TA,10.0
BGIOSGA037665-TA,84.0
BGIOSGA011496-TA,36.0
BGIOSGA003431-TA,13.0
BGIOSGA002471-TA,101.0
BGIOSGA001851-TA,89.0
BGIOSGA005990-TA,96.0
BGIOSGA019156-TA,3.0
BGIOSGA008130-TA,33.0
BGIOSGA010182-TA,48.0
BGIOSGA004071-TA,2.40527
BGIOSGA021426-TA,89.0
BGIOSGA000041-TA,30.0
BGIOSGA036149-TA,1.0
BGIOSGA012942-TA,38.0
BGIOSGA014296-TA,232.0
BGIOSGA022154-TA,61.0
BGIOSGA019679-TA,1814.0
BGIOSGA017990-TA,9.0
BGIOSGA014248-TA,2.60195
BGIOSGA004186-TA,214.0
BGIOSGA009897-TA,98.0
BGIOSGA021197-TA,27.0
BGIOSGA004105-TA,3.0
BGIOSGA007167-TA,10.0
BGIOSGA006734-TA,110.0
BGIOSGA020280-TA,26.0
BGIOSGA018076-TA,18.0
BGIOSGA002439-TA,3.0
BGIOSGA018028-TA,63.0
BGIOSGA028011-TA,11.0
BGIOSGA035032-TA,253.0
BGIOSGA026346-TA,10.0
BGIOSGA001480-TA,132.0
BGIOSGA031366-TA,27.0271
BGIOSGA008605-TA,90.0
BGIOSGA031799-TA,65.0
BGIOSGA020447-TA,1.0
BGIOSGA014457-TA,100.0
BGIOSGA031872-TA,123.0
BGIOSGA018532-TA,35.0
BGIOSGA036240-TA,251.0
BGIOSGA013010-TA,2.0
BGIOSGA006502-TA,4.26667
BGIOSGA023307-TA,146.0
BGIOSGA024966-TA,14.0
BGIOSGA017142-TA,102.0
BGIOSGA000961-TA,75.0
BGIOSGA028273-TA,88.0
BGIOSGA004786-TA,2.0
BGIOSGA029845-TA,1.0
BGIOSGA035954-TA,29.0
BGIOSGA016965-TA,174.0
BGIOSGA032456-TA,1.0
BGIOSGA022678-TA,8.0
BGIOSGA001284-TA,45.0
BGIOSGA031502-TA,1.0
BGIOSGA023163-TA,9.0
BGIOSGA003623-TA,24.0
BGIOSGA002933-TA,1.0
BGIOSGA001202-TA,248.334
BGIOSGA014370-TA,1.0
BGIOSGA005518-TA,66.0
BGIOSGA020165-TA,75.0
BGIOSGA006011-TA,19.0
BGIOSGA027750-TA,42.0
BGIOSGA031325-TA,174.0
BGIOSGA012313-TA,169.0
BGIOSGA004253-TA,8.79242
BGIOSGA030952-TA,2.0
BGIOSGA026410-TA,39.0
BGIOSGA036022-TA,49.0
BGIOSGA030759-TA,112.0
BGIOSGA023108-TA,67.0
BGIOSGA012418-TA,5.0
BGIOSGA018220-TA,58.9213
BGIOSGA021764-TA,399.0
BGIOSGA019577-TA,16.0
BGIOSGA034611-TA,4.37302
BGIOSGA011276-TA,112.0
BGIOSGA023918-TA,79.0
BGIOSGA003764-TA,35.0
BGIOSGA013830-TA,59.0
BGIOSGA036382-TA,11.0876
BGIOSGA008323-TA,10.0
BGIOSGA034670-TA,1.0
BGIOSGA023417-TA,88.0
BGIOSGA026773-TA,152.0
BGIOSGA015219-TA,31.0
BGIOSGA003202-TA,17.0
BGIOSGA004425-TA,75.0
BGIOSGA005836-TA,30.0
BGIOSGA013405-TA,17.0
BGIOSGA027779-TA,25.5678
BGIOSGA000306-TA,3.0
BGIOSGA036741-TA,4.79691
BGIOSGA005316-TA,102.0
BGIOSGA034389-TA,120.0
BGIOSGA020817-TA,94.0
BGIOSGA004033-TA,6.60337
BGIOSGA013946-TA,2.44336
BGIOSGA012868-TA,4.0
BGIOSGA016517-TA,139.0
BGIOSGA014891-TA,8.0
BGIOSGA027502-TA,6.0
BGIOSGA004303-TA,607.0
BGIOSGA024813-TA,148.0
BGIOSGA008644-TA,112.0
BGIOSGA011522-TA,11.0
BGIOSGA027261-TA,16.0
BGIOSGA007637-TA,177.0
BGIOSGA034837-TA,90.0
BGIOSGA012224-TA,4.0
BGIOSGA035094-TA,13.0
BGIOSGA004405-TA,17.0
BGIOSGA010411-TA,232.0
BGIOSGA005293-TA,32.0
BGIOSGA029601-TA,2.0
BGIOSGA014756-TA,4.0
BGIOSGA015604-TA,199.0
BGIOSGA031653-TA,112.0
BGIOSGA021847-TA,36.0
BGIOSGA013777-TA,91.8858
BGIOSGA024922-TA,3.0
BGIOSGA012721-TA,36.0
BGIOSGA020740-TA,88.0
BGIOSGA029932-TA,4.0
BGIOSGA004914-TA,278.0
BGIOSGA020705-TA,17.0
BGIOSGA027109-TA,47.4658
BGIOSGA013680-TA,269.0
BGIOSGA020501-TA,24.0
BGIOSGA010045-TA,2.0
BGIOSGA009694-TA,1.0
BGIOSGA013230-TA,151.0
BGIOSGA028944-TA,21.0
BGIOSGA012635-TA,6.0
BGIOSGA012522-TA,13.0
BGIOSGA010000-TA,4.0
BGIOSGA027648-TA,90.0
BGIOSGA012016-TA,33.0219
BGIOSGA026877-TA,4.0
BGIOSGA035115-TA,7.0
BGIOSGA011936-TA,17.0
BGIOSGA023125-TA,2.0
BGIOSGA020800-TA,54.0
BGIOSGA005884-TA,1.0
BGIOSGA018116-TA,61.0
BGIOSGA029776-TA,3.0
BGIOSGA014271-TA,26.0
BGIOSGA022769-TA,2.0
BGIOSGA014691-TA,3.0
BGIOSGA007213-TA,187.0
BGIOSGA033282-TA,27.0
BGIOSGA010716-TA,18.0
BGIOSGA009236-TA,2.0
BGIOSGA019838-TA,35.0
BGIOSGA009171-TA,113.0
BGIOSGA014082-TA,5.0
BGIOSGA004678-TA,265.187
BGIOSGA018982-TA,7.0
BGIOSGA004686-TA,19.0
BGIOSGA000812-TA,24.0
BGIOSGA017270-TA,1.0
BGIOSGA035199-TA,1.31409
BGIOSGA003343-TA,18.0
BGIOSGA008521-TA,6.0
BGIOSGA034869-TA,3.0
BGIOSGA019137-TA,17.0
BGIOSGA025188-TA,35.0
BGIOSGA001642-TA,6.0
BGIOSGA020463-TA,42.0
BGIOSGA011035-TA,527.0
BGIOSGA030631-TA,23.0
BGIOSGA031402-TA,3.0
BGIOSGA009018-TA,34.0
BGIOSGA017286-TA,105.0
BGIOSGA021366-TA,131.0
BGIOSGA022854-TA,273.0
BGIOSGA027050-TA,2.0
BGIOSGA019248-TA,1092.81
BGIOSGA018301-TA,234.0
BGIOSGA001913-TA,23.0
BGIOSGA004908-TA,52.0
BGIOSGA005647-TA,399.0
BGIOSGA007038-TA,90.0
BGIOSGA022510-TA,213.0
BGIOSGA026052-TA,128.0
BGIOSGA019280-TA,7.0
BGIOSGA028854-TA,74.0
BGIOSGA029537-TA,192.0
BGIOSGA015516-TA,222.0
BGIOSGA030235-TA,76.0
BGIOSGA030265-TA,1.0
BGIOSGA018823-TA,190.0
BGIOSGA008363-TA,225.0
BGIOSGA026197-TA,165.0
BGIOSGA037741-TA,6.0
BGIOSGA030529-TA,4.0
BGIOSGA037806-TA,9.0
BGIOSGA002152-TA,15.0
BGIOSGA025944-TA,175.112
BGIOSGA032606-TA,2.0
BGIOSGA024630-TA,156.0
BGIOSGA036317-TA,3.0
BGIOSGA021189-TA,26.0
BGIOSGA025970-TA,76.0
BGIOSGA000481-TA,166.0
BGIOSGA003233-TA,23.0
BGIOSGA032462-TA,182.468
BGIOSGA019873-TA,10.0
BGIOSGA036080-TA,99.0
BGIOSGA010267-TA,2.0
BGIOSGA014830-TA,29.0
BGIOSGA009257-TA,63.0
BGIOSGA016433-TA,220.0
BGIOSGA001584-TA,9.0
BGIOSGA008596-TA,183.0
BGIOSGA037339-TA,58.0
BGIOSGA011194-TA,220.0
BGIOSGA020430-TA,1.0
BGIOSGA018945-TA,7.0
BGIOSGA022147-TA,3.0
BGIOSGA025008-TA,61.0
BGIOSGA020928-TA,10.0
BGIOSGA005214-TA,25.0
BGIOSGA026323-TA,296.0
BGIOSGA019893-TA,219.0
BGIOSGA006056-TA,360.0
BGIOSGA001870-TA,97.0
BGIOSGA017127-TA,70.0
BGIOSGA024886-TA,4.0
BGIOSGA024251-TA,45.0
BGIOSGA006935-TA,24.0
BGIOSGA005359-TA,2030.0
BGIOSGA031841-TA,23.0
BGIOSGA012539-TA,220.0
BGIOSGA037645-TA,15.0
BGIOSGA017886-TA,8.0
BGIOSGA028179-TA,17.0
BGIOSGA009937-TA,39.8553
BGIOSGA006914-TA,38.0
BGIOSGA028686-TA,2.0
BGIOSGA032200-TA,5.0
BGIOSGA034640-TA,38.6164
BGIOSGA025696-TA,37.0
BGIOSGA036754-TA,91.2201
BGIOSGA012354-TA,190.0
BGIOSGA022354-TA,128.0
BGIOSGA005363-TA,3.0
BGIOSGA026106-TA,55.0
BGIOSGA016375-TA,14.0
BGIOSGA026079-TA,127.0
BGIOSGA012611-TA,49.0
BGIOSGA031250-TA,3.0
BGIOSGA013687-TA,47.0
BGIOSGA036671-TA,80.6542
BGIOSGA005296-TA,190.0
BGIOSGA007000-TA,74.0
BGIOSGA011944-TA,228.0
BGIOSGA034691-TA,57.5113
BGIOSGA022797-TA,31.0
BGIOSGA005175-TA,22.0
BGIOSGA029464-TA,81.2396
BGIOSGA035977-TA,394.0
BGIOSGA014111-TA,1.0
BGIOSGA037710-TA,209.0
BGIOSGA035930-TA,355.0
BGIOSGA004743-TA,21.0
BGIOSGA003800-TA,3.0
BGIOSGA002052-TA,49.0
BGIOSGA028861-TA,10.0
BGIOSGA029571-TA,6239.95
BGIOSGA011624-TA,19.0
BGIOSGA010090-TA,6.0
BGIOSGA036616-TA,6.0
BGIOSGA005746-TA,587.985
BGIOSGA016925-TA,18.0
BGIOSGA035759-TA,118.0
BGIOSGA031235-TA,33.0
BGIOSGA006077-TA,155.0
BGIOSGA011538-TA,13.0
BGIOSGA018349-TA,162.0
BGIOSGA030692-TA,2.0
BGIOSGA020292-TA,58.0
BGIOSGA022383-TA,25.0
BGIOSGA034584-TA,326.492
BGIOSGA015202-TA,142.0
BGIOSGA036916-TA,14.0
BGIOSGA008174-TA,1.0
BGIOSGA007809-TA,3.0
BGIOSGA025365-TA,114.0
BGIOSGA005495-TA,293.0
BGIOSGA017172-TA,2.0
BGIOSGA037634-TA,32.0
BGIOSGA019046-TA,106.0
BGIOSGA035806-TA,4304.0
BGIOSGA012005-TA,100.0
BGIOSGA004172-TA,71.0
BGIOSGA014497-TA,1.0
BGIOSGA019887-TA,63.0
BGIOSGA015057-TA,34.0
BGIOSGA019972-TA,89.0
BGIOSGA015379-TA,2.0
BGIOSGA036436-TA,1481.0
BGIOSGA023352-TA,265.0
BGIOSGA000478-TA,121.0
BGIOSGA028692-TA,35.1796
BGIOSGA014155-TA,10.0
BGIOSGA018564-TA,10.0
BGIOSGA005390-TA,2.0
BGIOSGA028458-TA,45.0
BGIOSGA011098-TA,127.0
BGIOSGA010584-TA,2.0
BGIOSGA021171-TA,968.809
BGIOSGA019926-TA,11.0
BGIOSGA015139-TA,26.3665
BGIOSGA019754-TA,17.0
BGIOSGA020106-TA,71.0
BGIOSGA031081-TA,72.0
BGIOSGA029836-TA,5.0
BGIOSGA000258-TA,27.0
BGIOSGA017559-TA,15.0696
BGIOSGA009952-TA,15.0
BGIOSGA008714-TA,49.0
BGIOSGA000535-TA,13.0
BGIOSGA005076-TA,34.0
BGIOSGA008778-TA,5.0
BGIOSGA016264-TA,63.0
BGIOSGA017425-TA,32.0
BGIOSGA031667-TA,3.0
BGIOSGA000605-TA,500.0
BGIOSGA024527-TA,38.0
BGIOSGA001442-TA,133.0
BGIOSGA004639-TA,1.0
BGIOSGA004204-TA,45.0
BGIOSGA019560-TA,402.0
BGIOSGA026389-TA,245.0
BGIOSGA015635-TA,10.7185
BGIOSGA004691-TA,358.0
BGIOSGA017898-TA,7.0
BGIOSGA003753-TA,47.0
BGIOSGA020129-TA,9.0
BGIOSGA017625-TA,2.0
BGIOSGA018856-TA,7.04014
BGIOSGA015554-TA,39.0
BGIOSGA028674-TA,2.0
BGIOSGA022958-TA,6.0
BGIOSGA017680-TA,19.0
BGIOSGA001983-TA,3.0
BGIOSGA027193-TA,226.0
BGIOSGA000877-TA,1.0
BGIOSGA026786-TA,137.0
BGIOSGA018406-TA,63.0
BGIOSGA009605-TA,14.0
BGIOSGA007230-TA,5.0
BGIOSGA034868-TA,75.0
BGIOSGA007220-TA,86.0
BGIOSGA000426-TA,2.0
BGIOSGA014844-TA,157.0
BGIOSGA018120-TA,2.0
BGIOSGA029284-TA,14.0
BGIOSGA034987-TA,1.0
BGIOSGA016647-TA,1.0
BGIOSGA012004-TA,25.0
BGIOSGA026482-TA,49.0
BGIOSGA034725-TA,8.0
BGIOSGA018995-TA,218.0
BGIOSGA031160-TA,27.0
BGIOSGA004547-TA,4.0
BGIOSGA024410-TA,152.0
BGIOSGA003212-TA,61.0
BGIOSGA009679-TA,1.0
BGIOSGA014041-TA,1.0
BGIOSGA018924-TA,5.0
BGIOSGA022930-TA,1041.0
BGIOSGA026666-TA,39.0
BGIOSGA015727-TA,7.0
BGIOSGA004242-TA,6.70922
BGIOSGA024756-TA,160.163
BGIOSGA010291-TA,667.0
BGIOSGA037248-TA,1.14201
BGIOSGA012256-TA,587.0
BGIOSGA001000-TA,75.0
BGIOSGA003813-TA,969.0
BGIOSGA009240-TA,41.0
BGIOSGA017856-TA,4.0
BGIOSGA022408-TA,5.0
BGIOSGA022787-TA,25.0
BGIOSGA034480-TA,4.0
BGIOSGA014539-TA,29.0
BGIOSGA018095-TA,39.0
BGIOSGA013756-TA,10.3898
BGIOSGA031671-TA,58.0
BGIOSGA034390-TA,1.0
BGIOSGA033187-TA,14.0
BGIOSGA028755-TA,3.0
BGIOSGA003364-TA,70.0
BGIOSGA002327-TA,2.0
BGIOSGA008568-TA,11.0
BGIOSGA003042-TA,2.0
BGIOSGA013098-TA,3.0
BGIOSGA008915-TA,52.0
BGIOSGA025520-TA,1008.73
BGIOSGA011418-TA,20.0
BGIOSGA014928-TA,30.0
BGIOSGA012309-TA,48.0
BGIOSGA005238-TA,103.0
BGIOSGA001255-TA,9.0
BGIOSGA024973-TA,4.0
BGIOSGA017004-TA,43.0
BGIOSGA003461-TA,1.0
BGIOSGA013090-TA,49.0
BGIOSGA005446-TA,211.0
BGIOSGA029268-TA,278.0
BGIOSGA030314-TA,95.0
BGIOSGA021353-TA,36.0
BGIOSGA024672-TA,17.0
BGIOSGA011815-TA,1.0
BGIOSGA003077-TA,184.0
BGIOSGA024029-TA,5.0
BGIOSGA028116-TA,14.0
BGIOSGA009056-TA,10.0
BGIOSGA031312-TA,25.0
BGIOSGA005461-TA,53.0
BGIOSGA020204-TA,155.0
BGIOSGA020357-TA,149.0
BGIOSGA022951-TA,3.0
BGIOSGA028543-TA,38.7198
BGIOSGA025980-TA,2.0
BGIOSGA035358-TA,5.0
BGIOSGA010799-TA,30.0
BGIOSGA021542-TA,141.0
BGIOSGA029628-TA,7.0
BGIOSGA030901-TA,20.0
BGIOSGA009978-TA,1.0
BGIOSGA015173-TA,4.0
BGIOSGA003710-TA,13.0
BGIOSGA021012-TA,8.0
BGIOSGA030831-TA,295.0
BGIOSGA013290-TA,40.0
BGIOSGA006097-TA,1.0
BGIOSGA026712-TA,26.0
BGIOSGA022682-TA,3.0
BGIOSGA013485-TA,44.0
BGIOSGA026190-TA,2.0
BGIOSGA017227-TA,74.0
BGIOSGA000261-TA,75.0
BGIOSGA009439-TA,1.0
BGIOSGA037866-TA,2.0
BGIOSGA005601-TA,27.0
BGIOSGA027540-TA,32.0
BGIOSGA031317-TA,76.0
BGIOSGA015860-TA,63.0
BGIOSGA025724-TA,3.0
BGIOSGA019296-TA,249.0
BGIOSGA010958-TA,229.0
BGIOSGA020494-TA,260.0
BGIOSGA016417-TA,7.87216
BGIOSGA013168-TA,49.0
BGIOSGA024049-TA,13.0
BGIOSGA030132-TA,607.0
BGIOSGA013728-TA,110.0
BGIOSGA014322-TA,25.0
BGIOSGA001524-TA,15.0
BGIOSGA013489-TA,349.0
BGIOSGA010205-TA,39.0
BGIOSGA033529-TA,127.444
BGIOSGA007411-TA,191.0
BGIOSGA020607-TA,135.0
BGIOSGA027637-TA,43.0
BGIOSGA012184-TA,0.5
BGIOSGA002793-TA,6.0
BGIOSGA020637-TA,114.0
BGIOSGA006069-TA,1200.0
BGIOSGA012054-TA,26.0
BGIOSGA011716-TA,1.0
BGIOSGA011219-TA,9.0
BGIOSGA012146-TA,102.0
BGIOSGA014888-TA,124.0
BGIOSGA015981-TA,17.0
BGIOSGA036772-TA,1.0
BGIOSGA012371-TA,2.0
BGIOSGA016280-TA,491.0
BGIOSGA026207-TA,62.0
BGIOSGA020557-TA,43.0
BGIOSGA032375-TA,17.0
BGIOSGA032738-TA,25.0
BGIOSGA023148-TA,10.0
BGIOSGA031549-TA,7.0
BGIOSGA005486-TA,11.0
BGIOSGA014923-TA,31.0
BGIOSGA009006-TA,52.0
BGIOSGA036005-TA,30.0
BGIOSGA016317-TA,138.117
BGIOSGA029405-TA,105.0
BGIOSGA005777-TA,11.0
BGIOSGA025259-TA,180.0
BGIOSGA024788-TA,3.0
BGIOSGA019378-TA,4.0
BGIOSGA030955-TA,1.0
BGIOSGA022360-TA,348.0
BGIOSGA036951-TA,1.0
BGIOSGA002729-TA,17.0
BGIOSGA030700-TA,236.0
BGIOSGA031669-TA,30.0
BGIOSGA030415-TA,54.0
BGIOSGA015618-TA,4.67256
BGIOSGA021444-TA,7.0
BGIOSGA018236-TA,165.672
BGIOSGA026733-TA,33.0
BGIOSGA001029-TA,63.0
BGIOSGA012953-TA,862.0
BGIOSGA000589-TA,3.0
BGIOSGA015068-TA,36.0
BGIOSGA029365-TA,258.0
BGIOSGA035913-TA,731.0
BGIOSGA030203-TA,3.3832
BGIOSGA030745-TA,2.0
BGIOSGA021667-TA,33.7658
BGIOSGA011858-TA,29.0
BGIOSGA001037-TA,332.0
BGIOSGA033124-TA,59.0
BGIOSGA025219-TA,3.0
BGIOSGA018202-TA,119.0
BGIOSGA008797-TA,12.0
BGIOSGA029102-TA,1.0
BGIOSGA006123-TA,111.0
BGIOSGA008679-TA,189.0
BGIOSGA018961-TA,2.0
BGIOSGA009683-TA,71.6905
BGIOSGA030733-TA,2.0
BGIOSGA014054-TA,152.0
BGIOSGA033720-TA,1.0
BGIOSGA019236-TA,36.0
BGIOSGA016430-TA,108.0
BGIOSGA008974-TA,18.0
BGIOSGA002784-TA,3.06281
BGIOSGA037770-TA,4.16703
BGIOSGA014568-TA,2.0
BGIOSGA034803-TA,21.0
BGIOSGA024549-TA,1.0
BGIOSGA016594-TA,3.0
BGIOSGA031239-TA,66.0
BGIOSGA031198-TA,1.0
BGIOSGA019583-TA,4.49173
BGIOSGA014778-TA,271.0
BGIOSGA004582-TA,7.0
BGIOSGA018026-TA,12.0
BGIOSGA032058-TA,222.0
BGIOSGA033256-TA,75.0
BGIOSGA026318-TA,1.0
BGIOSGA012323-TA,15.5397
BGIOSGA014979-TA,89.0
BGIOSGA024344-TA,7.0
BGIOSGA000868-TA,33.0
BGIOSGA011988-TA,89.0
BGIOSGA036474-TA,115.0
BGIOSGA028001-TA,8.5
BGIOSGA002281-TA,165.0
BGIOSGA003852-TA,59.0
BGIOSGA018771-TA,25.0
BGIOSGA025749-TA,96.0
BGIOSGA027620-TA,4.0
BGIOSGA025607-TA,19.0
BGIOSGA017746-TA,90.0
BGIOSGA030195-TA,404.0
BGIOSGA034440-TA,3.0
BGIOSGA037579-TA,5.0
BGIOSGA013061-TA,10.0
BGIOSGA004845-TA,6.0
BGIOSGA035465-TA,44.0
BGIOSGA025155-TA,145.0
BGIOSGA033144-TA,67.0
BGIOSGA017188-TA,9.0
BGIOSGA019957-TA,3.0
BGIOSGA002248-TA,16.0
BGIOSGA013377-TA,18.0
BGIOSGA018948-TA,168.0
BGIOSGA024719-TA,116.0
BGIOSGA018255-TA,433.0
BGIOSGA011504-TA,6.0
BGIOSGA032013-TA,34.2582
BGIOSGA004838-TA,49.0
BGIOSGA029278-TA,2.0
BGIOSGA035159-TA,73.0
BGIOSGA033295-TA,4.0
BGIOSGA016004-TA,10.0
BGIOSGA011445-TA,1.0
BGIOSGA018613-TA,28.0
BGIOSGA002551-TA,11.0
BGIOSGA006974-TA,35.0
BGIOSGA018332-TA,75.0
BGIOSGA033309-TA,10.0
BGIOSGA031429-TA,6.0
BGIOSGA003026-TA,23.0
BGIOSGA011348-TA,1.0
BGIOSGA019668-TA,28.0
BGIOSGA026181-TA,185.0
BGIOSGA004492-TA,8.0
BGIOSGA017643-TA,186.0
BGIOSGA010989-TA,16.0
BGIOSGA002967-TA,66.0
BGIOSGA019942-TA,21.0
BGIOSGA036405-TA,164.0
BGIOSGA031109-TA,3.0
BGIOSGA011061-TA,3.0
BGIOSGA031105-TA,103.0
BGIOSGA032674-TA,3.0
BGIOSGA023653-TA,56.0
BGIOSGA024605-TA,46.0
BGIOSGA028145-TA,17.0
BGIOSGA003480-TA,21.0
BGIOSGA016774-TA,3.0
BGIOSGA020214-TA,3.0
BGIOSGA020198-TA,14.0
BGIOSGA018337-TA,57.0
BGIOSGA013580-TA,79.0
BGIOSGA023715-TA,189.0
BGIOSGA029193-TA,59.0
BGIOSGA031036-TA,1.0
BGIOSGA011109-TA,47.0
BGIOSGA029503-TA,47.0
BGIOSGA023460-TA,157.0
BGIOSGA036214-TA,49.0
BGIOSGA000011-TA,16.0
BGIOSGA025075-TA,72.1137
BGIOSGA013611-TA,56.0
BGIOSGA021747-TA,15.0
BGIOSGA004792-TA,12.0
BGIOSGA012075-TA,19.0
BGIOSGA014146-TA,42.0
BGIOSGA014676-TA,5.0
BGIOSGA031261-TA,56.0
BGIOSGA005578-TA,133.0
BGIOSGA014308-TA,32.0
BGIOSGA004924-TA,33.0
BGIOSGA002966-TA,4.0
BGIOSGA035003-TA,1.0
BGIOSGA008196-TA,84.0
BGIOSGA014360-TA,270.396
BGIOSGA010385-TA,3.0
BGIOSGA026709-TA,3.0
BGIOSGA000377-TA,1.0
BGIOSGA010759-TA,2.0
BGIOSGA002396-TA,72.0
BGIOSGA011510-TA,62.0
BGIOSGA007846-TA,34.0
BGIOSGA009040-TA,22.0
BGIOSGA003669-TA,34.0
BGIOSGA001106-TA,5.0
BGIOSGA015013-TA,15.0
BGIOSGA022641-TA,2.0
BGIOSGA029420-TA,1.0
BGIOSGA006149-TA,30.5204
BGIOSGA008595-TA,68.0
BGIOSGA033381-TA,5.0
BGIOSGA008618-TA,112.0
BGIOSGA034642-TA,3.12164
BGIOSGA004989-TA,60.0
BGIOSGA014527-TA,3.0
BGIOSGA015483-TA,4.0
BGIOSGA021122-TA,1.0
BGIOSGA036449-TA,1.2335
BGIOSGA028725-TA,124.0
BGIOSGA018736-TA,144.0
BGIOSGA016825-TA,52.0
BGIOSGA024210-TA,33.7426
BGIOSGA022293-TA,4.0
BGIOSGA026236-TA,47.0
BGIOSGA014181-TA,12.0
BGIOSGA029115-TA,35.0
BGIOSGA020883-TA,28.0
BGIOSGA037368-TA,140.0
BGIOSGA029568-TA,66.3359
BGIOSGA032678-TA,2.0
BGIOSGA016066-TA,9.0
BGIOSGA000880-TA,9.0
BGIOSGA014831-TA,102.0
BGIOSGA001242-TA,4.0
BGIOSGA035735-TA,43.8845
BGIOSGA015973-TA,496.0
BGIOSGA000407-TA,98.0
BGIOSGA028155-TA,8.0
BGIOSGA037271-TA,1.0
BGIOSGA017102-TA,6.0
BGIOSGA029106-TA,25.1369
BGIOSGA020220-TA,1.0
BGIOSGA009068-TA,911.0
BGIOSGA014263-TA,44.3289
BGIOSGA001099-TA,1166.0
BGIOSGA035198-TA,9.68591
BGIOSGA004278-TA,100.0
BGIOSGA030237-TA,33.0
BGIOSGA030163-TA,138.0
BGIOSGA003971-TA,35.0
BGIOSGA013533-TA,144.0
BGIOSGA029298-TA,101.0
BGIOSGA034423-TA,52.0
BGIOSGA005762-TA,500.0
BGIOSGA033361-TA,2.0
BGIOSGA006976-TA,1384.0
BGIOSGA011537-TA,73.0
BGIOSGA036575-TA,65.0
BGIOSGA029014-TA,13.0
